csv,week,
date,rms1,rms2,rms3,rms4,
2021-06-01 23:12:00,0.3716,0.2568,0.2543,0.5345,
2021-06-01 23:17:00,0.3845,0.2621,0.282,0.5501,
2021-06-01 23:22:00,0.3662,0.2541,0.2569,0.5351,
2021-06-01 23:27:00,0.3749,0.2571,0.2625,0.5358,
2021-06-01 23:32:00,0.3755,0.2609,0.2564,0.5406,
2021-06-01 23:37:00,0.3669,0.2535,0.2803,0.5299,
2021-06-01 23:42:00,0.3699,0.2485,0.2243,0.5322,
2021-06-01 23:47:00,0.374,0.2575,0.275,0.5372,
2021-06-01 23:52:00,0.3749,0.259,0.2577,0.5398,
2021-06-01 23:57:00,0.377,0.2567,0.2689,0.5422,
2021-06-02 00:02:01,0.3666,0.2499,0.2674,0.5259,
2021-06-02 00:07:00,0.3791,0.259,0.2926,0.5518,
2021-06-02 00:12:00,0.3864,0.2624,0.2679,0.557,
2021-06-02 00:17:00,0.3764,0.2628,0.2917,0.5526,
2021-06-02 00:22:00,0.3739,0.2536,0.2667,0.541,
2021-06-02 00:27:00,0.3835,0.2611,0.2746,0.5526,
2021-06-02 00:32:00,0.3673,0.2569,0.2863,0.5353,
2021-06-02 00:37:00,0.3948,0.2678,0.2625,0.568,
2021-06-02 00:42:00,0.3732,0.2585,0.2983,0.5495,
2021-06-02 00:47:00,0.3731,0.2618,0.2841,0.5387,
2021-06-02 00:52:00,0.3735,0.2563,0.2892,0.543,
2021-06-02 00:57:00,0.3774,0.2683,0.2508,0.5453,
2021-06-02 01:02:01,0.374,0.2582,0.2811,0.5482,
2021-06-02 01:07:00,0.3835,0.2593,0.2587,0.5525,
2021-06-02 01:12:00,0.3841,0.263,0.2877,0.5542,
2021-06-02 01:17:00,0.3762,0.254,0.2809,0.5364,
2021-06-02 01:22:00,0.3877,0.2642,0.2752,0.5577,
2021-06-02 01:27:00,0.3879,0.2677,0.2778,0.5614,
2021-06-02 01:32:00,0.3657,0.2545,0.2803,0.5318,
2021-06-02 01:37:00,0.3759,0.2553,0.286,0.5367,
2021-06-02 01:42:00,0.3736,0.2606,0.2814,0.5453,
2021-06-02 01:47:00,0.3688,0.2592,0.2447,0.5383,
2021-06-02 01:52:00,0.3759,0.2578,0.2647,0.5437,
2021-06-02 01:57:00,0.3827,0.2619,0.2744,0.5506,
2021-06-02 02:02:01,0.3722,0.2544,0.2519,0.5396,
2021-06-02 02:07:00,0.3763,0.257,0.2768,0.5464,
2021-06-02 02:12:00,0.375,0.256,0.251,0.5427,
2021-06-02 02:17:00,0.3757,0.2561,0.2692,0.5423,
2021-06-02 02:22:00,0.3781,0.261,0.2641,0.5475,
2021-06-02 02:27:00,0.3839,0.2678,0.2789,0.5527,
2021-06-02 02:32:00,0.3671,0.2556,0.2668,0.5334,
2021-06-02 02:37:00,0.3708,0.2551,0.255,0.535,
2021-06-02 02:42:00,0.3767,0.255,0.2585,0.5362,
2021-06-02 02:47:00,0.3771,0.2612,0.2823,0.5499,
2021-06-02 02:52:00,0.3803,0.2602,0.2527,0.5493,
2021-06-02 02:57:00,0.3708,0.2553,0.266,0.5378,
2021-06-02 03:02:01,0.3742,0.2598,0.2571,0.5388,
2021-06-02 03:07:00,0.3854,0.2667,0.2575,0.5567,
2021-06-02 03:12:00,0.3757,0.267,0.2592,0.542,
2021-06-02 03:17:00,0.3816,0.266,0.2752,0.5524,
2021-06-02 03:22:00,0.3845,0.2686,0.272,0.5585,
2021-06-02 03:27:00,0.3813,0.2597,0.253,0.5433,
2021-06-02 03:32:00,0.389,0.2718,0.2619,0.5635,
2021-06-02 03:37:00,0.3753,0.2561,0.2694,0.5442,
2021-06-02 03:42:00,0.3758,0.2592,0.2589,0.5444,
2021-06-02 03:47:00,0.3816,0.259,0.2605,0.5459,
2021-06-02 03:52:00,0.3764,0.2623,0.2535,0.544,
2021-06-02 03:57:00,0.3836,0.2646,0.2603,0.5584,
2021-06-02 04:02:01,0.3872,0.2688,0.2517,0.5559,
2021-06-02 04:07:00,0.3749,0.2599,0.2462,0.54,
2021-06-02 04:12:00,0.387,0.2628,0.2487,0.5545,
2021-06-02 04:17:00,0.3791,0.2611,0.2493,0.5466,
2021-06-02 04:22:00,0.3787,0.2599,0.2432,0.5406,
2021-06-02 04:27:00,0.371,0.2546,0.2441,0.5325,
2021-06-02 04:32:00,0.3621,0.2495,0.2574,0.5188,
2021-06-02 04:37:00,0.3846,0.2658,0.2613,0.5538,
2021-06-02 04:42:00,0.3817,0.2634,0.2358,0.5529,
2021-06-02 04:47:00,0.369,0.2543,0.2662,0.5355,
2021-06-02 04:52:00,0.3694,0.253,0.2486,0.5324,
2021-06-02 04:57:00,0.3829,0.2656,0.2358,0.5515,
2021-06-02 05:02:01,0.3725,0.2595,0.2554,0.5349,
2021-06-02 05:07:00,0.3671,0.2589,0.2693,0.5307,
2021-06-02 05:12:00,0.3844,0.2578,0.2593,0.5469,
2021-06-02 05:17:00,0.3699,0.2533,0.2585,0.5309,
2021-06-02 05:22:00,0.3662,0.2527,0.2696,0.5256,
2021-06-02 05:27:00,0.3594,0.2557,0.2494,0.518,
2021-06-02 05:32:00,0.3648,0.2574,0.2536,0.5262,
2021-06-02 05:37:00,0.3644,0.2597,0.2533,0.5268,
2021-06-02 05:42:00,0.3714,0.2549,0.2363,0.5317,
2021-06-02 05:47:00,0.3717,0.2673,0.2464,0.5326,
2021-06-02 05:52:00,0.3719,0.252,0.2603,0.5289,
2021-06-02 05:57:00,0.3726,0.2561,0.2537,0.5336,
2021-06-02 06:02:01,0.3657,0.2534,0.252,0.5291,
2021-06-02 06:07:00,0.3708,0.2555,0.2618,0.5325,
2021-06-02 06:12:00,0.3707,0.2572,0.2618,0.5348,
2021-06-02 06:17:00,0.3681,0.2561,0.2616,0.5275,
2021-06-02 06:22:00,0.3675,0.2528,0.2347,0.5297,
2021-06-02 06:27:00,0.3764,0.2562,0.2249,0.5331,
2021-06-02 06:32:00,0.3767,0.261,0.2333,0.5371,
2021-06-02 06:37:00,0.3773,0.264,0.235,0.5339,
2021-06-02 06:42:00,0.3782,0.2624,0.2386,0.5386,
2021-06-02 06:47:00,0.3735,0.2586,0.2295,0.5354,
2021-06-02 06:52:00,0.3775,0.2607,0.2402,0.5434,
2021-06-02 06:57:00,0.388,0.2661,0.2452,0.5503,
2021-06-02 07:02:01,0.3518,0.254,0.2754,0.5167,
2021-06-02 07:07:00,0.3767,0.265,0.2704,0.5427,
2021-06-02 07:12:00,0.3679,0.2506,0.2313,0.5257,
2021-06-02 07:17:00,0.3655,0.2477,0.2338,0.5197,
2021-06-02 07:22:00,0.3743,0.2538,0.2452,0.5321,
2021-06-02 07:27:00,0.3712,0.2556,0.2641,0.5312,
2021-06-02 07:32:00,0.3812,0.2599,0.2423,0.5461,
2021-06-02 07:37:00,0.3914,0.2645,0.2227,0.5545,
2021-06-02 07:42:00,0.3753,0.2601,0.2692,0.5369,
2021-06-02 07:47:00,0.3857,0.2659,0.248,0.5537,
2021-06-02 07:52:00,0.3767,0.2538,0.2446,0.5302,
2021-06-02 07:57:00,0.378,0.2587,0.2318,0.5355,
2021-06-02 08:02:01,0.3711,0.248,0.241,0.5235,
2021-06-02 08:07:00,0.3787,0.2579,0.2287,0.5369,
2021-06-02 08:12:00,0.383,0.2624,0.2401,0.5441,
2021-06-02 08:17:00,0.3775,0.2574,0.2581,0.5351,
2021-06-02 08:22:00,0.3739,0.2518,0.2426,0.5338,
2021-06-02 08:27:00,0.3785,0.2527,0.2391,0.5382,
2021-06-02 08:32:00,0.3838,0.2564,0.2586,0.54,
2021-06-02 08:37:00,0.3969,0.265,0.2392,0.5629,
2021-06-02 08:42:00,0.3968,0.2601,0.2531,0.5573,
2021-06-02 08:47:00,0.3812,0.2559,0.2731,0.5425,
2021-06-02 08:52:00,0.3969,0.262,0.2536,0.56,
2021-06-02 08:57:00,0.3845,0.2519,0.2571,0.5414,
2021-06-02 09:02:01,0.3916,0.2634,0.2791,0.5534,
2021-06-02 09:07:00,0.3688,0.2578,0.2671,0.5328,
2021-06-02 09:12:00,0.4014,0.2655,0.2652,0.5706,
2021-06-02 09:17:00,0.4011,0.2696,0.2837,0.5719,
2021-06-02 09:22:00,0.3915,0.2586,0.2897,0.5532,
2021-06-02 09:27:00,0.3983,0.2643,0.2718,0.5658,
2021-06-02 09:32:00,0.3957,0.2618,0.278,0.5619,
2021-06-02 09:37:00,0.3934,0.2567,0.2804,0.5587,
2021-06-02 09:42:00,0.382,0.2549,0.2962,0.5438,
2021-06-02 09:47:00,0.3906,0.2577,0.305,0.5528,
2021-06-02 09:52:00,0.3921,0.2594,0.3048,0.5574,
2021-06-02 09:57:00,0.4025,0.2678,0.3153,0.567,
2021-06-02 10:02:01,0.3928,0.2648,0.3243,0.5633,
2021-06-02 10:07:00,0.4021,0.2679,0.306,0.57,
2021-06-02 10:12:00,0.4126,0.2753,0.2514,0.5778,
2021-06-02 10:17:00,0.4138,0.2687,0.3324,0.5785,
2021-06-02 10:22:00,0.4132,0.2733,0.3637,0.5907,
2021-06-02 10:27:00,0.4067,0.2706,0.3409,0.5781,
2021-06-02 10:32:00,0.4106,0.2757,0.3519,0.5875,
2021-06-02 10:37:00,0.4111,0.273,0.3472,0.5837,
2021-06-02 10:42:00,0.4103,0.2742,0.3536,0.583,
2021-06-02 10:47:00,0.3802,0.2628,0.3396,0.5564,
